"","invoice_id","Branch","City","category","unit_price","quantity","date","time","payment_method","rating","profit_margin","total_price"
"4897","4898","WALM097","Alice","Fashion accessories","21","2","06/12/22","20:40:00","Credit card","5","0.18","42"
"4898","4899","WALM037","League City","Home and lifestyle","22","3","30/09/22","20:03:00","Credit card","9","0.48","66"
"4899","4900","WALM062","Galveston","Fashion accessories","43","2","01/12/20","16:31:00","Credit card","5","0.33","86"
"4900","4901","WALM019","Pasadena","Home and lifestyle","18","2","11/11/20","18:23:00","Credit card","8","0.48","36"
"4901","4902","WALM016","Brownsville","Fashion accessories","70","1","01/08/23","20:08:00","Credit card","6","0.48","70"
"4902","4903","WALM027","Abilene","Home and lifestyle","54","3","02/09/21","18:13:00","Credit card","5","0.48","162"
"4903","4904","WALM041","Mission","Fashion accessories","81","2","20/08/21","18:25:00","Cash","7","0.48","162"
"4904","4905","WALM036","Allen","Home and lifestyle","58","1","09/12/22","18:27:00","Credit card","4","0.48","58"
"4905","4906","WALM061","Cedar Park","Fashion accessories","41","2","29/11/23","20:41:00","Credit card","4","0.33","82"
"4906","4907","WALM002","Dallas","Home and lifestyle","69","3","27/08/21","17:16:00","Credit card","5","0.36","207"
"4907","4908","WALM095","Big Spring","Fashion accessories","74","1","02/09/22","18:56:00","Credit card","7","0.33","74"
"4908","4909","WALM001","Houston","Home and lifestyle","33","1","24/12/20","15:03:00","Credit card","6","0.36","33"
"4909","4910","WALM057","Euless","Fashion accessories","68","2","23/12/23","18:36:00","Credit card","4","0.33","136"
"4910","4911","WALM096","Eagle Pass","Home and lifestyle","48","1","02/12/22","18:48:00","Credit card","9","0.18","48"
"4911","4912","WALM015","Grand Prairie","Fashion accessories","15","3","01/09/21","17:27:00","Credit card","9","0.48","45"
"4912","4913","WALM063","Georgetown","Home and lifestyle","50","2","06/09/22","17:56:00","Credit card","6","0.33","100"
"4913","4914","WALM010","Laredo","Fashion accessories","79","2","06/08/23","15:58:00","Credit card","5","0.48","158"
"4914","4915","WALM041","Mission","Home and lifestyle","48","1","22/08/23","18:05:00","Cash","4","0.48","48"
"4915","4916","WALM066","Grapevine","Fashion accessories","75","2","01/10/23","15:44:00","Credit card","6","0.33","150"
"4916","4917","WALM039","Longview","Home and lifestyle","36","3","30/09/21","18:44:00","Credit card","7","0.48","108"
"4917","4918","WALM023","Midland","Fashion accessories","80","2","10/12/21","20:25:00","Credit card","8","0.48","160"
"4918","4919","WALM097","Alice","Home and lifestyle","28","2","03/08/23","15:25:00","Credit card","7","0.18","56"
"4919","4920","WALM042","Bryan","Fashion accessories","73","3","28/12/20","19:04:00","Credit card","9","0.48","219"
"4920","4921","WALM015","Grand Prairie","Home and lifestyle","75","2","10/10/20","18:50:00","Credit card","7","0.48","150"
"4921","4922","WALM066","Grapevine","Fashion accessories","23","3","17/09/22","18:19:00","Credit card","5","0.33","69"
"4922","4923","WALM081","Friendswood","Home and lifestyle","28","1","04/08/20","16:35:00","Credit card","6","0.33","28"
"4923","4924","WALM011","Lubbock","Fashion accessories","72","1","01/12/21","18:41:00","Credit card","4","0.48","72"
"4924","4925","WALM023","Midland","Home and lifestyle","32","1","15/12/21","15:31:00","Credit card","4","0.48","32"
"4925","4926","WALM004","Austin","Fashion accessories","57","3","21/11/23","15:10:00","Credit card","7","0.48","171"
"4926","4927","WALM006","El Paso","Home and lifestyle","47","3","23/08/20","17:16:00","Credit card","6","0.48","141"
"4927","4928","WALM083","Farmers Branch","Fashion accessories","81","2","28/08/23","17:39:00","Credit card","8","0.33","162"
"4928","4929","WALM019","Pasadena","Home and lifestyle","42","3","17/08/23","19:47:00","Credit card","9","0.48","126"
"4929","4930","WALM033","Pearland","Fashion accessories","84","1","03/12/22","20:42:00","Credit card","7","0.48","84"
"4930","4931","WALM008","Corpus Christi","Home and lifestyle","34","1","13/12/22","18:09:00","Credit card","8","0.48","34"
"4931","4932","WALM045","Missouri City","Fashion accessories","83","2","07/10/20","16:52:00","Credit card","7","0.48","166"
"4932","4933","WALM020","Killeen","Home and lifestyle","54","1","25/11/21","17:46:00","Credit card","9","0.48","54"
"4933","4934","WALM040","Edinburg","Fashion accessories","63","2","02/10/23","18:47:00","Credit card","7","0.48","126"
"4934","4935","WALM063","Georgetown","Home and lifestyle","66","2","17/09/23","17:53:00","Credit card","6","0.33","132"
"4935","4936","WALM068","Burleson","Fashion accessories","20","1","17/10/21","17:08:00","Credit card","6","0.33","20"
"4936","4937","WALM047","Flower Mound","Home and lifestyle","27","2","18/10/23","19:11:00","Credit card","5","0.48","54"
"4937","4938","WALM042","Bryan","Fashion accessories","78","3","07/11/23","15:09:00","Credit card","9","0.48","234"
"4938","4939","WALM005","Fort Worth","Home and lifestyle","73","2","20/11/23","15:39:00","Credit card","6","0.48","146"
"4939","4940","WALM034","College Station","Fashion accessories","28","3","19/10/23","20:16:00","Credit card","4","0.48","84"
"4940","4941","WALM096","Eagle Pass","Home and lifestyle","63","3","01/11/23","20:04:00","Credit card","6","0.18","189"
"4941","4942","WALM036","Allen","Fashion accessories","16","1","02/12/23","18:58:00","Credit card","8","0.48","16"
"4942","4943","WALM071","Lufkin","Home and lifestyle","26","1","16/09/21","18:19:00","Credit card","9","0.33","26"
"4943","4944","WALM043","Baytown","Fashion accessories","27","3","26/10/21","19:33:00","Credit card","4","0.48","81"
"4944","4945","WALM001","Houston","Home and lifestyle","83","2","12/10/22","19:59:00","Credit card","6","0.36","166"
"4945","4946","WALM034","College Station","Fashion accessories","70","3","24/09/22","15:25:00","Credit card","5","0.48","210"
"4946","4947","WALM002","Dallas","Home and lifestyle","71","3","29/10/23","16:26:00","Credit card","5","0.36","213"
"4947","4948","WALM034","College Station","Fashion accessories","55","2","05/08/21","20:21:00","Credit card","9","0.48","110"
"4948","4949","WALM026","Denton","Home and lifestyle","20","1","21/08/20","15:46:00","Credit card","7","0.48","20"
"4949","4950","WALM081","Friendswood","Fashion accessories","48","1","12/12/22","20:05:00","Credit card","7","0.33","48"
"4950","4951","WALM005","Fort Worth","Home and lifestyle","41","2","01/12/21","16:39:00","Credit card","6","0.48","82"
"4951","4952","WALM078","Del Rio","Fashion accessories","81","3","01/10/22","20:41:00","Credit card","4","0.33","243"
"4952","4953","WALM045","Missouri City","Home and lifestyle","62","1","07/11/21","18:24:00","Credit card","4","0.48","62"
"4953","4954","WALM069","Rockwall","Fashion accessories","23","3","31/12/23","15:54:00","Credit card","8","0.33","69"
"4954","4955","WALM095","Big Spring","Home and lifestyle","66","3","31/08/20","19:03:00","Credit card","8","0.33","198"
"4955","4956","WALM088","Cleburne","Fashion accessories","63","2","15/10/21","18:48:00","Credit card","5","0.33","126"
"4956","4957","WALM036","Allen","Home and lifestyle","27","2","18/12/22","15:34:00","Credit card","9","0.48","54"
"4957","4958","WALM057","Euless","Fashion accessories","36","2","20/11/20","20:25:00","Credit card","7","0.33","72"
"4958","4959","WALM090","Brownwood","Home and lifestyle","53","1","25/12/23","18:12:00","Credit card","6","0.33","53"
"4959","4960","WALM015","Grand Prairie","Fashion accessories","65","1","19/12/23","19:40:00","Credit card","5","0.48","65"
"4960","4961","WALM071","Lufkin","Home and lifestyle","38","2","14/08/23","16:23:00","Credit card","4","0.33","76"
"4961","4962","WALM016","Brownsville","Fashion accessories","75","1","15/09/21","18:30:00","Credit card","7","0.48","75"
"4962","4963","WALM051","New Braunfels","Home and lifestyle","57","2","06/10/23","18:49:00","Credit card","8","0.48","114"
"4963","4964","WALM040","Edinburg","Fashion accessories","20","1","12/09/20","20:19:00","Credit card","8","0.48","20"
"4964","4965","WALM091","Little Elm","Home and lifestyle","62","3","13/09/21","19:20:00","Credit card","4","0.33","186"
"4965","4966","WALM093","Angleton","Fashion accessories","26","1","03/09/20","17:20:00","Credit card","5","0.33","26"
"4966","4967","WALM044","Pharr","Home and lifestyle","67","1","06/08/23","19:29:00","Credit card","8","0.48","67"
"4967","4968","WALM064","Bedford","Fashion accessories","81","2","30/09/20","16:47:00","Credit card","9","0.33","162"
"4968","4969","WALM024","Carrollton","Home and lifestyle","36","3","07/10/23","15:29:00","Credit card","6","0.48","108"
"4969","4970","WALM070","Hurst","Fashion accessories","70","3","07/08/20","20:11:00","Credit card","7","0.33","210"
"4970","4971","WALM057","Euless","Home and lifestyle","42","2","07/11/20","17:47:00","Credit card","9","0.33","84"
"4971","4972","WALM068","Burleson","Fashion accessories","46","1","26/11/21","18:05:00","Credit card","8","0.33","46"
"4972","4973","WALM061","Cedar Park","Home and lifestyle","76","2","21/12/20","18:56:00","Credit card","7","0.33","152"
"4973","4974","WALM078","Del Rio","Fashion accessories","35","3","29/10/20","15:23:00","Credit card","4","0.33","105"
"4974","4975","WALM049","North Richland Hills","Home and lifestyle","83","2","02/09/23","16:42:00","Credit card","4","0.48","166"
"4975","4976","WALM020","Killeen","Fashion accessories","55","2","01/10/21","15:48:00","Credit card","4","0.48","110"
"4976","4977","WALM090","Brownwood","Home and lifestyle","41","3","01/12/21","15:57:00","Credit card","7","0.33","123"
"4977","4978","WALM078","Del Rio","Fashion accessories","72","1","20/08/22","18:46:00","Credit card","9","0.33","72"
"4978","4979","WALM028","Odessa","Home and lifestyle","65","2","13/08/21","20:12:00","Credit card","5","0.48","130"
"4979","4980","WALM058","Port Arthur","Fashion accessories","35","1","20/09/20","18:10:00","Credit card","5","0.33","35"
"4980","4981","WALM017","McKinney","Home and lifestyle","58","3","06/11/21","15:05:00","Credit card","8","0.48","174"
"4981","4982","WALM001","Houston","Fashion accessories","67","1","24/12/23","20:40:00","Credit card","8","0.36","67"
"4982","4983","WALM037","League City","Home and lifestyle","56","1","28/09/23","16:59:00","Credit card","9","0.48","56"
"4983","4984","WALM017","McKinney","Fashion accessories","67","3","30/11/23","20:21:00","Credit card","4","0.48","201"
"4984","4985","WALM024","Carrollton","Home and lifestyle","79","1","22/09/21","17:21:00","Credit card","6","0.48","79"
"4985","4986","WALM083","Farmers Branch","Fashion accessories","43","3","05/10/20","19:05:00","Credit card","8","0.33","129"
"4986","4987","WALM052","Mansfield","Home and lifestyle","61","1","31/10/23","15:17:00","Credit card","8","0.57","61"
"4987","4988","WALM059","Pflugerville","Fashion accessories","57","3","25/09/22","18:15:00","Credit card","9","0.33","171"
"4988","4989","WALM098","Mineral Wells","Home and lifestyle","82","2","27/12/23","18:35:00","Credit card","9","0.18","164"
"4989","4990","WALM060","DeSoto","Fashion accessories","62","1","20/11/23","15:59:00","Credit card","5","0.33","62"
"4990","4991","WALM015","Grand Prairie","Home and lifestyle","63","2","29/11/23","16:49:00","Credit card","9","0.48","126"
"4991","4992","WALM059","Pflugerville","Fashion accessories","64","3","01/10/21","16:05:00","Credit card","8","0.33","192"
"4992","4993","WALM017","McKinney","Home and lifestyle","43","1","20/08/20","17:51:00","Credit card","6","0.48","43"
"4993","4994","WALM043","Baytown","Fashion accessories","70","3","01/12/20","17:11:00","Credit card","6","0.48","210"
"4994","4995","WALM009","Plano","Home and lifestyle","39","3","21/11/23","19:11:00","Credit card","6","0.48","117"
"4995","4996","WALM001","Houston","Fashion accessories","70","3","01/10/21","17:57:00","Credit card","8","0.36","210"
"4996","4997","WALM060","DeSoto","Home and lifestyle","19","3","15/09/21","17:59:00","Credit card","8","0.33","57"
"4997","4998","WALM083","Farmers Branch","Fashion accessories","67","2","17/09/20","20:35:00","Credit card","5","0.33","134"
"4998","4999","WALM023","Midland","Home and lifestyle","65","2","08/12/23","20:48:00","Credit card","6","0.48","130"
"4999","5000","WALM052","Mansfield","Fashion accessories","50","2","21/10/22","16:17:00","Credit card","7","0.57","100"
"5000","5001","WALM068","Burleson","Home and lifestyle","29","3","02/12/23","19:45:00","Credit card","5","0.33","87"
"5001","5002","WALM085","Kerrville","Fashion accessories","38","3","20/08/22","19:29:00","Credit card","5","0.33","114"
"5002","5003","WALM051","New Braunfels","Home and lifestyle","84","1","13/11/22","18:29:00","Credit card","9","0.48","84"
"5003","5004","WALM063","Georgetown","Fashion accessories","33","1","17/12/23","17:14:00","Credit card","4","0.33","33"
"5004","5005","WALM072","Lancaster","Home and lifestyle","61","3","25/08/20","16:37:00","Credit card","4","0.33","183"
"5005","5006","WALM031","Lewisville","Fashion accessories","53","1","20/08/23","17:39:00","Credit card","5","0.48","53"
"5006","5007","WALM012","Garland","Home and lifestyle","47","3","15/08/21","18:41:00","Credit card","8","0.48","141"
"5007","5008","WALM069","Rockwall","Fashion accessories","83","1","15/12/23","17:08:00","Credit card","9","0.33","83"
"5008","5009","WALM048","Harlingen","Home and lifestyle","61","3","02/08/22","19:48:00","Credit card","4","0.48","183"
"5009","5010","WALM063","Georgetown","Fashion accessories","26","1","17/12/21","19:05:00","Credit card","8","0.33","26"
"5010","5011","WALM008","Corpus Christi","Home and lifestyle","73","3","29/09/23","19:08:00","Credit card","8","0.48","219"
"5011","5012","WALM052","Mansfield","Fashion accessories","16","2","06/11/22","19:16:00","Credit card","4","0.57","32"
"5012","5013","WALM072","Lancaster","Home and lifestyle","75","1","28/11/20","20:57:00","Credit card","9","0.33","75"
"5013","5014","WALM041","Mission","Fashion accessories","34","3","26/10/23","19:44:00","Cash","6","0.48","102"
"5014","5015","WALM018","Frisco","Home and lifestyle","20","1","22/09/21","15:40:00","Credit card","6","0.48","20"
"5015","5016","WALM023","Midland","Fashion accessories","24","3","21/08/22","17:40:00","Credit card","8","0.48","72"
"5016","5017","WALM007","Arlington","Home and lifestyle","63","2","04/08/23","20:57:00","Credit card","5","0.48","126"
"5017","5018","WALM052","Mansfield","Fashion accessories","29","1","15/08/22","19:50:00","Credit card","9","0.57","29"
"5018","5019","WALM067","Haltom City","Home and lifestyle","79","1","22/11/21","19:16:00","Credit card","8","0.33","79"
"5019","5020","WALM041","Mission","Fashion accessories","21","2","24/09/21","19:56:00","Cash","9","0.48","42"
"5020","5021","WALM096","Eagle Pass","Home and lifestyle","73","1","14/11/20","18:11:00","Credit card","8","0.18","73"
"5021","5022","WALM031","Lewisville","Fashion accessories","30","2","28/09/22","20:49:00","Credit card","7","0.48","60"
"5022","5023","WALM080","Nacogdoches","Home and lifestyle","82","1","20/10/22","15:59:00","Credit card","9","0.33","82"
"5023","5024","WALM041","Mission","Fashion accessories","48","1","17/10/22","16:07:00","Cash","9","0.48","48"
"5024","5025","WALM051","New Braunfels","Home and lifestyle","81","3","04/10/21","19:41:00","Credit card","5","0.48","243"
"5025","5026","WALM095","Big Spring","Fashion accessories","69","2","04/10/20","19:49:00","Credit card","5","0.33","138"
"5026","5027","WALM009","Plano","Home and lifestyle","16","3","02/08/20","18:43:00","Credit card","7","0.48","48"
"5027","5028","WALM019","Pasadena","Fashion accessories","67","3","07/09/22","20:57:00","Credit card","6","0.48","201"
"5028","5029","WALM040","Edinburg","Home and lifestyle","45","1","08/08/22","20:29:00","Credit card","4","0.48","45"
"5029","5030","WALM096","Eagle Pass","Fashion accessories","32","3","18/09/22","16:39:00","Credit card","4","0.18","96"
"5030","5031","WALM040","Edinburg","Home and lifestyle","73","1","28/08/22","18:02:00","Credit card","4","0.48","73"
"5031","5032","WALM058","Port Arthur","Fashion accessories","84","2","22/11/23","16:53:00","Credit card","8","0.33","168"
"5032","5033","WALM081","Friendswood","Home and lifestyle","83","1","21/10/23","20:24:00","Credit card","8","0.33","83"
"5033","5034","WALM010","Laredo","Fashion accessories","16","1","11/10/21","15:19:00","Credit card","9","0.48","16"
"5034","5035","WALM079","La Porte","Home and lifestyle","35","2","06/11/22","17:47:00","Credit card","6","0.33","70"
"5035","5036","WALM044","Pharr","Fashion accessories","35","3","22/09/21","17:38:00","Credit card","7","0.48","105"
"5036","5037","WALM095","Big Spring","Home and lifestyle","49","2","18/09/22","15:55:00","Credit card","8","0.33","98"
"5037","5038","WALM070","Hurst","Fashion accessories","60","2","03/09/22","17:14:00","Credit card","5","0.33","120"
"5038","5039","WALM006","El Paso","Home and lifestyle","82","1","14/08/22","19:54:00","Credit card","5","0.48","82"
"5039","5040","WALM100","Canyon","Fashion accessories","15","3","14/11/23","19:01:00","Credit card","7","0.18","45"
"5040","5041","WALM005","Fort Worth","Home and lifestyle","30","1","06/10/22","16:33:00","Credit card","6","0.48","30"
"5041","5042","WALM002","Dallas","Fashion accessories","67","1","20/09/21","15:36:00","Credit card","5","0.36","67"
"5042","5043","WALM014","Amarillo","Home and lifestyle","50","3","06/08/21","20:14:00","Credit card","9","0.48","150"
"5043","5044","WALM051","New Braunfels","Fashion accessories","68","1","07/10/23","19:00:00","Credit card","7","0.57","68"
"5044","5045","WALM060","DeSoto","Home and lifestyle","19","2","03/12/20","18:47:00","Credit card","7","0.33","38"
"5045","5046","WALM039","Longview","Fashion accessories","15","3","30/10/23","18:11:00","Credit card","4","0.48","45"
"5046","5047","WALM028","Odessa","Home and lifestyle","58","3","02/09/21","17:27:00","Credit card","8","0.48","174"
"5047","5048","WALM006","El Paso","Fashion accessories","83","1","22/09/22","18:11:00","Credit card","4","0.48","83"
"5048","5049","WALM036","Allen","Home and lifestyle","27","1","28/12/23","16:18:00","Credit card","9","0.48","27"
"5049","5050","WALM070","Hurst","Fashion accessories","67","2","27/11/22","15:50:00","Credit card","9","0.33","134"
"5050","5051","WALM078","Del Rio","Home and lifestyle","64","2","10/09/22","19:07:00","Credit card","6","0.33","128"
"5051","5052","WALM033","Pearland","Fashion accessories","49","2","18/08/22","17:14:00","Credit card","5","0.48","98"
"5052","5053","WALM026","Denton","Home and lifestyle","27","2","30/11/22","16:09:00","Credit card","5","0.48","54"
"5053","5054","WALM027","Abilene","Fashion accessories","53","3","02/10/21","18:02:00","Credit card","8","0.48","159"
"5054","5055","WALM072","Lancaster","Home and lifestyle","19","2","02/09/20","17:21:00","Credit card","6","0.33","38"
"5055","5056","WALM033","Pearland","Fashion accessories","26","3","27/11/23","19:10:00","Credit card","6","0.48","78"
"5056","5057","WALM019","Pasadena","Home and lifestyle","29","3","14/10/23","18:18:00","Credit card","6","0.48","87"
"5057","5058","WALM013","Irving","Fashion accessories","68","1","11/11/20","16:12:00","Credit card","9","0.48","68"
"5058","5059","WALM095","Big Spring","Home and lifestyle","25","3","11/10/20","17:37:00","Credit card","6","0.33","75"
"5059","5060","WALM031","Lewisville","Fashion accessories","46","2","16/10/22","19:40:00","Credit card","9","0.48","92"
"5060","5061","WALM068","Burleson","Home and lifestyle","75","2","28/10/23","15:32:00","Credit card","6","0.33","150"
"5061","5062","WALM076","Huntsville","Fashion accessories","19","2","14/11/23","20:55:00","Credit card","5","0.33","38"
"5062","5063","WALM013","Irving","Home and lifestyle","65","3","09/11/22","16:03:00","Credit card","9","0.48","195"
"5063","5064","WALM044","Pharr","Fashion accessories","40","2","25/10/20","20:47:00","Credit card","5","0.48","80"
"5064","5065","WALM098","Mineral Wells","Home and lifestyle","60","3","17/10/23","18:42:00","Credit card","9","0.18","180"
"5065","5066","WALM021","McAllen","Fashion accessories","79","2","25/10/21","15:55:00","Credit card","9","0.48","158"
"5066","5067","WALM020","Killeen","Home and lifestyle","30","1","31/10/20","19:13:00","Credit card","9","0.48","30"
"5067","5068","WALM017","McKinney","Fashion accessories","68","3","16/10/22","17:02:00","Credit card","8","0.48","204"
"5068","5069","WALM031","Lewisville","Home and lifestyle","19","2","20/08/22","19:13:00","Credit card","4","0.48","38"
"5069","5070","WALM044","Pharr","Fashion accessories","68","1","10/11/20","17:42:00","Credit card","8","0.48","68"
"5070","5071","WALM034","College Station","Home and lifestyle","28","1","06/09/21","19:26:00","Credit card","6","0.48","28"
"5071","5072","WALM076","Huntsville","Fashion accessories","49","2","02/12/22","16:40:00","Credit card","9","0.33","98"
"5072","5073","WALM097","Alice","Home and lifestyle","37","1","29/09/23","17:03:00","Credit card","5","0.18","37"
"5073","5074","WALM013","Irving","Fashion accessories","18","2","22/08/20","19:00:00","Credit card","9","0.48","36"
"5074","5075","WALM052","Mansfield","Home and lifestyle","70","3","26/12/21","16:55:00","Credit card","8","0.57","210"
"5075","5076","WALM078","Del Rio","Fashion accessories","70","3","25/12/21","16:30:00","Credit card","6","0.33","210"
"5076","5077","WALM022","Mesquite","Home and lifestyle","47","2","08/08/23","19:04:00","Credit card","6","0.48","94"
"5077","5078","WALM020","Killeen","Fashion accessories","65","1","03/11/23","17:53:00","Credit card","8","0.48","65"
"5078","5079","WALM014","Amarillo","Home and lifestyle","62","2","30/09/22","20:20:00","Credit card","4","0.48","124"
"5079","5080","WALM070","Hurst","Fashion accessories","27","2","12/11/23","16:01:00","Credit card","8","0.33","54"
"5080","5081","WALM006","El Paso","Home and lifestyle","64","2","21/11/23","15:56:00","Credit card","5","0.48","128"
"5081","5082","WALM010","Laredo","Fashion accessories","78","2","18/08/23","15:47:00","Credit card","9","0.48","156"
"5082","5083","WALM063","Georgetown","Home and lifestyle","71","2","11/11/21","18:14:00","Credit card","6","0.33","142"
"5083","5084","WALM049","North Richland Hills","Fashion accessories","83","1","27/10/21","19:57:00","Credit card","5","0.48","83"
"5084","5085","WALM005","Fort Worth","Home and lifestyle","48","2","10/09/20","17:44:00","Credit card","8","0.48","96"
"5085","5086","WALM078","Del Rio","Fashion accessories","69","3","17/10/21","16:39:00","Credit card","5","0.33","207"
"5086","5087","WALM066","Grapevine","Home and lifestyle","37","3","11/11/20","19:07:00","Credit card","5","0.33","111"
"5087","5088","WALM041","Mission","Fashion accessories","17","1","03/08/20","15:08:00","Cash","6","0.48","17"
"5088","5089","WALM092","Lake Jackson","Home and lifestyle","19","1","21/08/21","17:02:00","Credit card","9","0.33","19"
"5089","5090","WALM004","Austin","Fashion accessories","67","2","30/10/22","20:10:00","Credit card","6","0.48","134"
"5090","5091","WALM027","Abilene","Home and lifestyle","66","2","01/09/23","19:14:00","Credit card","4","0.48","132"
"5091","5092","WALM011","Lubbock","Fashion accessories","18","1","22/09/20","18:30:00","Credit card","7","0.48","18"
"5092","5093","WALM020","Killeen","Home and lifestyle","28","3","04/09/21","20:16:00","Credit card","7","0.48","84"
"5093","5094","WALM014","Amarillo","Fashion accessories","28","2","02/10/22","20:04:00","Credit card","8","0.48","56"
"5094","5095","WALM026","Denton","Home and lifestyle","73","3","30/12/20","15:17:00","Credit card","9","0.48","219"
"5095","5096","WALM067","Haltom City","Fashion accessories","51","1","22/10/21","18:03:00","Credit card","4","0.33","51"
"5096","5097","WALM081","Friendswood","Home and lifestyle","59","3","13/08/20","16:00:00","Credit card","4","0.33","177"
"5097","5098","WALM028","Odessa","Fashion accessories","60","3","04/09/22","20:09:00","Credit card","5","0.48","180"
"5098","5099","WALM009","Plano","Home and lifestyle","42","2","26/10/23","17:21:00","Credit card","9","0.48","84"
"5099","5100","WALM071","Lufkin","Fashion accessories","81","1","08/12/20","17:36:00","Credit card","7","0.33","81"
"5100","5101","WALM059","Pflugerville","Home and lifestyle","75","1","16/10/23","20:57:00","Credit card","6","0.33","75"
"5101","5102","WALM062","Galveston","Fashion accessories","64","2","12/08/23","15:22:00","Credit card","7","0.33","128"
"5102","5103","WALM072","Lancaster","Home and lifestyle","45","2","09/12/21","16:46:00","Credit card","6","0.33","90"
"5103","5104","WALM059","Pflugerville","Fashion accessories","42","1","14/11/23","15:26:00","Credit card","7","0.33","42"
"5104","5105","WALM023","Midland","Home and lifestyle","38","2","21/10/21","15:52:00","Credit card","8","0.48","76"
"5105","5106","WALM008","Corpus Christi","Fashion accessories","56","1","15/08/23","19:27:00","Credit card","4","0.48","56"
"5106","5107","WALM093","Angleton","Home and lifestyle","74","2","21/10/20","16:38:00","Credit card","6","0.33","148"
"5107","5108","WALM002","Dallas","Fashion accessories","38","1","16/09/21","17:48:00","Credit card","9","0.36","38"
"5108","5109","WALM094","Alamo","Home and lifestyle","33","2","18/10/23","17:57:00","Credit card","5","0.33","66"
"5109","5110","WALM072","Lancaster","Fashion accessories","33","3","10/12/23","16:57:00","Credit card","5","0.33","99"
"5110","5111","WALM069","Rockwall","Home and lifestyle","62","3","31/08/20","17:16:00","Credit card","9","0.33","186"
"5111","5112","WALM090","Brownwood","Fashion accessories","29","1","21/09/21","17:22:00","Credit card","7","0.33","29"
"5112","5113","WALM023","Midland","Home and lifestyle","29","2","16/08/20","18:29:00","Credit card","5","0.48","58"
"5113","5114","WALM051","New Braunfels","Fashion accessories","36","1","27/08/22","20:31:00","Credit card","7","0.57","36"
"5114","5115","WALM060","DeSoto","Home and lifestyle","65","1","04/08/23","17:11:00","Credit card","6","0.33","65"
"5115","5116","WALM083","Farmers Branch","Fashion accessories","28","3","14/12/22","19:44:00","Credit card","7","0.33","84"
"5116","5117","WALM028","Odessa","Home and lifestyle","71","3","09/12/20","18:22:00","Credit card","5","0.48","213"
"5117","5118","WALM061","Cedar Park","Fashion accessories","19","1","08/11/21","19:31:00","Credit card","5","0.33","19"
"5118","5119","WALM017","McKinney","Home and lifestyle","33","1","03/12/22","19:11:00","Credit card","9","0.48","33"
"5119","5120","WALM047","Flower Mound","Fashion accessories","43","1","14/08/23","16:39:00","Credit card","4","0.48","43"
"5120","5121","WALM093","Angleton","Home and lifestyle","59","1","06/09/22","18:19:00","Credit card","7","0.33","59"
"5121","5122","WALM090","Brownwood","Fashion accessories","30","2","05/12/22","15:16:00","Credit card","6","0.33","60"
"5122","5123","WALM085","Kerrville","Home and lifestyle","62","1","21/08/22","19:11:00","Credit card","4","0.33","62"
"5123","5124","WALM085","Kerrville","Fashion accessories","68","1","13/08/20","16:01:00","Credit card","7","0.33","68"
"5124","5125","WALM034","College Station","Home and lifestyle","38","1","26/08/23","15:02:00","Credit card","8","0.48","38"
"5125","5126","WALM020","Killeen","Fashion accessories","48","2","28/12/21","19:16:00","Credit card","5","0.48","96"
"5126","5127","WALM023","Midland","Home and lifestyle","78","1","04/12/21","19:11:00","Credit card","5","0.48","78"
"5127","5128","WALM076","Huntsville","Fashion accessories","37","1","09/11/22","17:09:00","Credit card","6","0.33","37"
"5128","5129","WALM100","Canyon","Home and lifestyle","61","3","10/10/20","20:25:00","Credit card","4","0.18","183"
"5129","5130","WALM091","Little Elm","Fashion accessories","32","3","25/12/21","15:49:00","Credit card","4","0.33","96"
"5130","5131","WALM088","Cleburne","Home and lifestyle","65","1","02/11/22","18:10:00","Credit card","8","0.33","65"
"5131","5132","WALM026","Denton","Fashion accessories","20","2","03/10/21","20:25:00","Credit card","8","0.48","40"
"5132","5133","WALM072","Lancaster","Home and lifestyle","42","1","13/11/22","20:36:00","Credit card","7","0.33","42"
"5133","5134","WALM096","Eagle Pass","Fashion accessories","54","2","28/12/23","19:49:00","Credit card","5","0.18","108"
"5134","5135","WALM012","Garland","Home and lifestyle","24","2","21/09/20","16:43:00","Credit card","7","0.48","48"
"5135","5136","WALM095","Big Spring","Fashion accessories","38","3","15/08/21","15:12:00","Credit card","4","0.33","114"
"5136","5137","WALM095","Big Spring","Home and lifestyle","22","2","01/10/21","20:48:00","Credit card","8","0.33","44"
"5137","5138","WALM014","Amarillo","Fashion accessories","43","3","13/10/23","15:10:00","Credit card","4","0.48","129"
"5138","5139","WALM081","Friendswood","Home and lifestyle","75","3","22/11/22","19:14:00","Credit card","6","0.33","225"
"5139","5140","WALM052","Mansfield","Fashion accessories","25","2","09/11/23","19:36:00","Credit card","5","0.57","50"
"5140","5141","WALM020","Killeen","Home and lifestyle","35","3","09/08/22","19:23:00","Credit card","6","0.48","105"
"5141","5142","WALM072","Lancaster","Fashion accessories","62","2","15/11/23","16:25:00","Credit card","5","0.33","124"
"5142","5143","WALM012","Garland","Home and lifestyle","62","1","22/09/21","18:55:00","Credit card","4","0.48","62"
"5143","5144","WALM057","Euless","Fashion accessories","20","2","01/10/22","19:28:00","Credit card","8","0.33","40"
"5144","5145","WALM023","Midland","Home and lifestyle","25","3","14/08/23","17:02:00","Credit card","9","0.48","75"
